Entreupeneur Profile,2016 Rank,Company,Category Detail,Franchise 500 Rank,Initial Investment,High,Change In Units 1 Yr,Change In Units 3 Yr,Founded,Franchising Since,Corporate Address,Ceo,Parent Company,About,Net Worth Requirement,Liquid Cash Requirement,Initial Franchise Fee,Financing Options,Veteran Incentives,Previous Ranks,Highest Rank,Lowest Rank,Where Seeking Franchisees,Operations
https://www.entrepreneur.com/franchises/flipflopshops/333670,285,Flip Flop Shops,Flip-flops and casual footwear,#285 Franchise 500,"$174,300 ","$279,500 ",,+3.4% +3 UNITS,2004,2007 (9 Years),"1815 Old 41 Hwy., #330 Kennesaw, GA 30152",Darin Kraetsch,,"Flip Flop Shops;Sarah Towne and Todd Giatrelis were inspired to open the first Flip Flop Shops store in Boston after Towne struggled to find a pair of comfortable shoes while attending a convention in Las Vegas and wondered why there wasn't store that sold only flip flops. After opening a number of company-owned stores, they teamed with Brian Curin, Darin Kraetsch and Alan Woods, veterans of the franchise industry who had previously worked with brands like Cold Stone Creamery and Moe's Southwest Grill. Franchising began in 2007.","$100,000 - $300,000","$100,000 ","$35,000 ","Flip Flop Shops has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll","$2,000 off franchise fee",,227,415,,"Training Onsite: 3 days;Additional Training: At Irvine, CA, training store;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;Regional Media;Absentee Ownership Allowed;Number of employees required to run: 3"
https://www.entrepreneur.com/franchises/sitmeanssitdogtraining/333724,286,Sit Means Sit Dog Training,Dog training,#286 Franchise 500,"$50,675 ","$123,850 ",+6.7% +6 UNITS,+15.7% +14 UNITS,2006,2009 (7 Years),"2900 E. Patrick Ln., #2A Las Vegas, NV 89120",Fred Hassen,,"Sit Means Sit Dog Training;Sit Means Sit franchisees offer obedience and behavior training for dogs, including pets, puppies, hunting dogs, police K-9s and service dogs. They can also offer boarding and sales of collars and other pet products. The company is based in Las Vegas, Nevada, and began franchising in 2009.","$50,000 ","$20,000 ","$45,000 ",Sit Means Sit Dog Training offers in-house financing to cover the following: franchise fee,,,286,377,,
https://www.entrepreneur.com/franchises/fatburgernorthamericainc/329166,287,Fatburger North America Inc.,Burgers,#287 Franchise 500,"$498,100 ","$890,600 ",+2.5% +4 UNITS,+12.5% +20 UNITS,1952,1990 (26 Years),"9606 Santa Monica Blvd., Penthouse Beverly Hills, CA 90210",Andrew Wiederhorn,Fog Cutter Capital Group Inc.,"Fatburger North America Inc.;The first Fatburger-- originally called Mr. Fatburger-- was opened by Lovie Yancey in Los Angeles in 1947. The chain expanded mostly in California before nationwide franchising began in 1990. Each Fatburger restaurant offers hamburgers cooked-to-order, along with sandwiches, salads, fries and onion rings.","$1,500,000 ","$500,000 ","$50,000 ","Fatburger North America Inc. has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",,2008 - 275;2014 - 283;2015 - 284;2016 - 287;* Not all years were ranked,,,worldwide,
https://www.entrepreneur.com/franchises/roostersmensgroomingcenters/329208,288,Roosters Men's Grooming Centers,Men's grooming services and products,#288 Franchise 500,"$173,750 ","$303,350 ",+1.3% +1 UNITS,+16.9% +13 UNITS,1999,2002 (14 Years),"7201 Metro Blvd. Minneapolis, MN 55439",Dan Hanrahan,Regis,"Roosters Men's Grooming Centers;After 30 years as a barber, Joe Grondin opened the first Roosters Men's Grooming Center in Lapeer, Michigan, in 1999. Roosters franchises offer men's haircuts, shaves and other grooming services in a traditional barbershop setting.;In 2011, Roosters became part of Regis Corp., which franchises multiple other hair care franchises, including Supercuts, Cost Cutters and Pro-Cuts.","$500,000 ","$150,000 ","$29,500 ","Roosters Men's Grooming Centers has relationships with third-party sources which offer financing to cover the following;startup costs, equipment, inventory","$2,500 franchise fee rebate on first store",,236,310,worldwide,Training at headquarters: 5 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;National Media;Absentee Ownership Allowed;Number of employees required to run: 6
https://www.entrepreneur.com/franchises/greenhomesolutions/334588,289,Green Home Solutions,Environmentally friendly indoor home services,#289 Franchise 500,"$45,675 ","$75,250 ",+5.5% +6 UNITS,+50.5% +55 UNITS,2010,2010 (6 Years),"100 Emerson Ln., #1529 Bridgeville, PA 15017",John Russell,JC Franchising Group LLC,,,"$60,000 ","$20,000 ",Green Home Solutions offers in-house financing to cover the following: franchise fee,,2015 - 372;2016 - 289;* Not all years were ranked,,,throughout the US,Training Onsite: 2 days;Training at headquarters: 3 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/travelodge/282884,290,Travelodge,Hotels,#290 Franchise 500,"$162,218 ","$7,268,731 ",,,1939,1966 (50 Years),"22 Sylvan Wy. Parsippany, NJ 07054",Geoff Ballotti,Wyndham Hotel Group,"Travelodge;Building contractor Scott King opened his first motel, King's Auto Court in 1935-- in time to welcome guests visiting San Diego's World's Fair. Over the next five years, he opened 24 more hotels around Southern California. The first one under the name Travelodge opened in 1940, and this became the name of Scott's company in 1946.;Today Travelodge is part of the Wyndham Worldwide group of hotel chains.",,,"$35,000 ","Travelodge offers in-house financing to cover the following: franchise fee, startup costs",,,106,290,,"Training Onsite: 3-4 days;Training at headquarters: 4 days;Additional Training: Regional workshops, customized property training;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 25"
https://www.entrepreneur.com/franchises/americanfamilycare/333793,291,American Family Care,Urgent-care centers,#291 Franchise 500,"$807,500 ","$1,434,500 ",+15.4% +23 UNITS,+26.8% +40 UNITS,1982,2008 (8 Years),"3700 Cahaba Beach Rd. Birmingham, AL 35242",Bruce Irwin,American Family Care,,"$1,200,000 ","$550,000 ","$55,000 ","American Family Care has relationships with third-party sources which offer financing to cover the following;startup costs, equipment, inventory",,,247,405,,Training Onsite: 8 days;Training at headquarters: 3 days;Additional Training: At master locations;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;Absentee Ownership Allowed;Number of employees required to run: 8
https://www.entrepreneur.com/franchises/americanpoolplayersassociation/282088,292,American Poolplayers Association,Recreational billiard leagues,#292 Franchise 500,"$16,704 ","$19,874 ",+2.2% +7 UNITS,+2.2% +7 UNITS,1981,1982 (34 Years),"1000 Lake St. Louis Blvd., #325 Lake St. Louis, MO 63367",Terrence Bell,American Poolplayers Association Inc.,"American Poolplayers Association;In 1979, professional billiard players Terry Bell and Larry Hubbart pursued a novel idea: why not create an organized league system for amateur pool players? Dubbed the American Poolplayers Association (APA), their brainchild now operates franchise leagues across the United States and Canada (where the organization is known as the Canadian Poolplayers Association). Members participate in annual 8- and 9-ball championships, pay a yearly membership fee to the APA and pay a weekly fee to the League Operator (franchisee) each time they play. League Operators host team games each week, winners go on to compete in division and national tournaments.",,,"$10,000 ","American Poolplayers Association has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs",25% off franchise fee,,118,292,,Training at headquarters: 6 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Internet;Field Operations;Marketing Support;Ad Slicks;Regional Media;Absentee Ownership Allowed;Number of employees required to run: 1 - 3
https://www.entrepreneur.com/franchises/thedentistschoice/282280,293,The Dentist's Choice,Dental-handpiece repairs,#293 Franchise 500,"$54,400 ","$58,500 ",+7.0% +10 UNITS,+1.4% +2 UNITS,1992,1994 (22 Years),"774 Mays Blvd., #10-297 Incline Village, NV 89451",Steve Everhart,,"The Dentist's Choice;The Dentist's Choice has been repairing and servicing dental drills since 1992. Franchisees repair, rebuild and maintain all models of dental handpieces (drills).","$100,000 ","$60,000 ","$45,000 ",Veteran Incentives;5% off franchise fee,5% off franchise fee,,214,469,throughout the U.S.,Training at headquarters: 5 days;Ongoing Support;Newsletter;Meetings;Internet;Field Operations
https://www.entrepreneur.com/franchises/sevabeauty/334132,294,Seva Beauty,"Threading, eyelash extensions, waxing, spa services and products",#294 Franchise 500,"$107,500 ","$276,000 ",+41.7% +58 UNITS,+64.7% +90 UNITS,2008,2010 (6 Years),"1954 First St., #112 Highland Park, IL 60035",Vas Maniatis,,"Seva Beauty;Seva Beauty, franchising since 2010, takes it name from a Sanskrit word that means ""to serve selflessly."" Seva Beauty franchises offer beauty and spa services including facial hair threading and waxing, eyebrow tinting, eyelash extensions, body waxing and facials.","$350,000 ","$39,000 ","$39,000 ","Seva Beauty has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory","$5,000 off franchise fee",2014 - 354;2015 - 429;2016 - 294;* Not all years were ranked,,,worldwide,Training Onsite: 1 day;Additional Training: Virtual training;Ongoing Support;Newsletter;Meetings;Grand Opening;Marketing Support;Co-op Advertising;Number of employees required to run: 4 - 6
https://www.entrepreneur.com/franchises/johnnyrockets/305069,295,Johnny Rockets,Burger restaurants,#295 Franchise 500,"$246,500 ","$1,098,500 ",+5.2% +18 UNITS,+12.8% +44 UNITS,1986,1987 (29 Years),"2 South Pointe Dr., #200 Lake Forest, CA 92630",John Maguire,Sun Capital Partners,,"$500,000 ","$200,000 ","$25,000 - $49,000","Johnny Rockets has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",25% off franchise fee,2006 - 193;2015 - 207;2016 - 295;* Not all years were ranked,,,,Training Onsite: 10 days;Training at headquarters: 2 days;Additional Training: At certified training store;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Number of employees required to run: 20 - 25
https://www.entrepreneur.com/franchises/mistersparky/329433,296,Mister Sparky,"Residential electrical maintenance, repair, and replacement services",#296 Franchise 500,"$68,555 ","$458,550 ",+2.8% +3 UNITS,+1.9% +2 UNITS,1996,2006 (10 Years),"50 Central Ave., #920 Sarasota, FL 34236",Mark Baker,Direct Energy,"Mister Sparky;Mister Sparky is part of the Direct Energy family of brands which also includes Benjamin;Franklin Plumbing and One Hour Heating & Air Conditioning. Franchisees offer electrical repairs, maintenance and installation, and replacements of ceiling fans, circuits and;wiring, generators, lighting, LED lighting, main electrical panel work, smoke alarms, sub panel work, surge protection and whole home electrical evaluations. Franchisees offer customers ongoing maintenance and service through the Home Comfort;Collection.",,"$100,000 ","$33,000 ",Mister Sparky offers in-house financing to cover the following: franchise fee,10% off franchise fee,2009 - 387;2010 - 398;2011 - 243;2014 - 299;2015 - 285;2016 - 296;* Not all years were ranked,,,,Training Onsite: up to 10 days;Training at headquarters: 4 days;Additional Training: At regional & national training sites;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/homecareassistance/324148,297,Home Care Assistance,Nonmedical home care,#297 Franchise 500,"$77,775 ","$245,250 ",+9.2% +10 UNITS,+13.8% +15 UNITS,2003,2004 (12 Years),"525 University Ave. Palo Alto, CA 94301",Lily Sarafan,Home Care Assistance,"Home Care Assistance;Kathy Johnson was inspired to start Home Care Assistance in 2003 after struggling to find reliable in-home care for her own parents. The Palo Alto, California-based company began franchising a year later and now has locations across the United States, Canada, Puerto Rico and Australia.;Home Care Assistance caregivers follow the company's Balanced Care Method, which is designed to promote healthy activity, stress reduction and social interaction for seniors, and Cognitive Therapeutics Method, which is designed to promote mental acuity through various cognitive activities. Franchises offer both hourly and live-in nonmedical care services.","$100,000 - $200,000","$85,000 - $105,000","$32,475 - $64,950","Home Care Assistance has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",10% off franchise fee,,251,477,worldwide,"Training at headquarters: 5 days;Additional Training: At franchisee's location yearly, 2-3 days, Online training & conferences;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 1 - 4"
https://www.entrepreneur.com/franchises/kilwinschocolatesfranchiseinc/282498,298,Kilwins Chocolates Franchise Inc.,"Chocolates, fudge, ice cream",#298 Franchise 500,"$386,125 ","$540,586 ",+9.5% +10 UNITS,+18.1% +19 UNITS,1947,1982 (34 Years),"1050 Bay View Rd. Petoskey, MI 49770",Don McCarty,,"Kilwins Chocolates Franchise Inc.;In 1947 Don and Katy Kilwin opened Kilwin's Bakery in Petoskey, Michigan. Soon after opening the bakery, the Kilwins began making candy. Six years later the Kilwins sold their bakery to focus on candy making full-time, and in 1978 sold the candy business to Wayne and Lorene Rose. The Roses began offering Kilwin's franchises in 1982.;Today Kilwin's Chocolates, now owned by Don and Robin McCarty, sells chocolates, fudge and ice cream.","$500,000 ","$125,000 ","$40,000 ","Kilwins Chocolates Franchise Inc. has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory","$10,000 off franchise fee",,251,497,in the following regions/states;See List,"Training Onsite: 5 days;Training at headquarters: 9 days;Additional Training: Online training, store visits;Ongoing Support;Newsletter;Meetings;Grand Opening;Field Operations;Marketing Support;Ad Slicks;National Media;Absentee Ownership Allowed;Number of employees required to run: 6 - 10"
https://www.entrepreneur.com/franchises/benjerrys/291399,299,Ben & Jerry's,"Ice cream, frozen yogurt, sorbet, smoothies",#299 Franchise 500,"$156,385 ","$486,000 ",,,1978,1981 (35 Years),"30 Community Dr. South Burlington, VT 05403",Jostein Solheim,Ben & Jerry's Homemade Inc.,"Ben & Jerry's;Ben & Jerry's is named for its founders, Ben Cohen and Jerry Greenfield, who grew up together in Merrick, Long Island. In 1978, they took a $5 correspondence course on ice-cream-making, then leased an old gas station building in Burlington, Vermont to open their first ice cream shop.;They began selling pints of ice cream to local restaurants and grocery stores out of Cohen's VW campervan. As Cohen had no sense of taste, he relied on ""mouth feel"" when eating, so large chunks of chocolate, fruit and nuts became a signature of their ice cream flavors.;Cohen and Greenfield opened their first franchise in 1981. In 2000, they sold Ben & Jerry's to Unilever, but the company remains headquartered in Burlington, Vermont.","$350,000 ","$100,000 ","$16,000 - $37,000",,,,65,299,internationally,Training Onsite: 3-4 days;Training at headquarters: 8 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/theglassguru/329088,300,The Glass Guru,Window and glass restoration and replacement,#300 Franchise 500,"$37,300 ","$135,800 ",+1.1% +1 UNITS,+9.1% +8 UNITS,2004,2007 (9 Years),"1382 Blue Oaks Blvd., #213 Roseville, CA 95678",Dan Frey,,"The Glass Guru;The Glass Guru first opened in 2004 in Roseville, California, offering moisture removal for failed dual-pane windows as well as surface restoration for scratched and stained windows. In 2006, the company added glass and window replacement to its available services. Glass Guru locations also offer screens, shower enclosures, mirrors, table tops, doors and specialty products. Franchising began in 2007.",,"$37,300 - $140,000","$17,600 - $65,000",The Glass Guru offers in-house financing to cover the following: franchise fee,10% off franchise fee,,234,482,throughout the U.S.,Training at headquarters: 5 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 2
https://www.entrepreneur.com/franchises/airemasterofamericainc/282077,301,Aire-Master of America Inc.,Restroom odor-control and maintenance,#301 Franchise 500,"$39,584 ","$142,400 ",+3.7% +4 UNITS,+3.7% +4 UNITS,1958,1976 (40 Years),"1821 N. Hwy. CC, P.O. Box 2310 Nixa, MO 65714",Douglas McCauley,Aire-Master of America Inc.,"Aire-Master of America Inc.;Established in 1958, Aire-Master is an odor-control and commercial hygiene service franchise system. Services and products include repeat-service for deodorizing, restroom fixture cleaning, restroom floor and wall cleaning, soaps and paper. Aire-Master produces its own products, and franchisees serve a diverse customer base, from hospitals and hotels to eateries and stores.","$250,000 ","$50,000 ","$24,900 - $83,000","Aire-Master of America Inc. offers in-house financing to cover the following: franchise fee, equipment",10% off franchise fee,,237,441,,Training Onsite: 5 days;Training at headquarters: 5 days;Additional Training: Quarterly training available at headquarters;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Number of employees required to run: 2
https://www.entrepreneur.com/franchises/propertymanagementinc/333860,302,Property Management Inc.,"Commercial, residential and association property management",#302 Franchise 500,"$19,400 ","$60,000 ",+22.6% +24 UNITS,+52.8% +56 UNITS,2008,2008 (8 Years),"2940 W. Maple Loop Dr., #104 Lehi, UT 84043",Steve Hart,,,"$50,000 - $500,000","$45,000 - $55,000","$15,000 - $30,000","Property Management Inc. has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, payroll",5% off franchise fee,2015 - 486;2016 - 302;* Not all years were ranked,,,worldwide,Training Onsite: 45 days;Training at headquarters: 5 days;Additional Training: Online training;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 1
https://www.entrepreneur.com/franchises/kidtokid/282496,303,Kid to Kid,New and used children's and maternity clothing and products,#303 Franchise 500,"$259,911 ","$419,411 ",+5.3% +6 UNITS,+10.6% +12 UNITS,1992,1994 (22 Years),"170 S. 1000 E. Salt Lake City, UT 84102",Brent Sloan,Kid to Kid Franchise System Inc.,"Kid to Kid;Shauna Sloan dragged her husband Brent into an upscale children’s resale store in 1992. As an attorney and shopping center executive, Brent was surprised by the second-hand store’s chic clientele. Convinced that no operator had fully maximized the potential of the resale concept, the Sloans set out to create a children’s resale format, traveling cross-country to visit stores and talk with customers, managers and owners.;Later that same year, the Sloans opened their first store in Sandy, Utah. They opened a second store within the year, with the first franchise location opening in 1994.","$200,000 ","$75,000 ","$25,000 ","Kid to Kid has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll","$5,000 off franchise fee",,279,450,,Training Onsite: 5 days;Training at headquarters: 11 days;Additional Training: At existing location;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;National Media;Number of employees required to run: 4
https://www.entrepreneur.com/franchises/blimpiesubssalads/282138,304,Blimpie Subs & Salads,"Subs, salads",#304 Franchise 500,"$74,970 ","$401,450 ",,,1964,1970 (46 Years),"9311 E. Via De Ventura Scottsdale, AZ 85258",Stanley Ma,Kahala Franchising LLC,"Blimpie Subs & Salads;With the help of two friends and $2,500 in borrowed start-up capital, Anthony Conza opened the first Blimpie Subs & Salads location in Hoboken, New Jersey, in 1964. From that first store, Blimpie grew into an international chain with restaurants in malls, shopping centers, convenience stores, colleges, sports arenas, hospitals and sports arenas. Each location serves a variety of hot and cold subs, wraps, salads and soups.;Blimpie is now owned by Kahala, franchisor of Cereality, Cold Stone Creamery, Frullati Café & Bakery, Great Steak & Potato, Johnnie’s, Nrgize, Ranch 1, Rollerz, Samurai Sam’s, Surf City Squeeze and TacoTime.","$250,000 ","$50,000 ","$11,900 - $19,900","Blimpie Subs & Salads has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment",20% off franchise fee,,27,438,worldwide,Training Onsite: 80 hours;Training at headquarters: 40 hours;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 10 - 15
https://www.entrepreneur.com/franchises/steamaticinc/284293,305,Steamatic Inc.,"Insurance/disaster restoration, cleaning, mold remediation",#305 Franchise 500,"$74,440 ","$173,490 ",+3.3% +12 UNITS,,1948,1967 (49 Years),"3333 Quorum Dr., #280 Fort Worth, TX 76137",Bill Sims,,"Steamatic Inc.;Bill Blackmon and Scott Mooring started a carpet cleaning business in Fort Worth, Texas, in 1948. In 1967, they formed Steamatic in order to franchise their business model. Bill Sims bought the company in 2006. Services now include carpet cleaning, air duct cleaning, furniture and drapery cleaning and disaster restoration.","$200,000 ","$70,000 ","$15,000 - $42,000","Steamatic Inc. has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment",25% off franchise fee,,106,305,worldwide,Training Onsite: 2 weeks;Training at headquarters: 2 weeks;Additional Training: At regional training centers;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;National Media;Number of employees required to run: 6 - 10
https://www.entrepreneur.com/franchises/hawthornsuitesbywyndham/282418,306,Hawthorn Suites by Wyndham,Hotels,#306 Franchise 500,"$208,621 ","$11,740,461 ",+4.0% +4 UNITS,+9.9% +10 UNITS,1986,1986 (30 Years),"22 Sylvan Wy. Parsippany, NJ 07054",Geoff Ballotti,Wyndham Hotel Group,"Hawthorn Suites by Wyndham;Hawthorn Suites was founded by Hyatt Hotels in 1986. Since 1998, the franchise has been owned by Atlanta-based U.S. Franchise Systems Inc. At every Hawthorn Suites, guest services include a complimentary buffet breakfast and evening social hour, exercise facilities, videocassette players, and on-site laundry and valet service. Business services include an oversized work area with two phone lines and a data port, personal voice mail and a complimentary daily paper.;U.S. Franchise Systems owns Microtel and Best Inns & Suites in addition to Hawthorn Suites. The company has formed alliances with Sunstone Hotels, Leisure Hotels LLC, Hospitality Assoc. and Meyer Motels Ltd.",,,"$40,000 ","Hawthorn Suites by Wyndham offers in-house financing to cover the following: franchise fee, startup costs",,,270,488,worldwide,Training Onsite: 3-4 days;Training at headquarters: 4 days;Additional Training: At regional location;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 20 - 30
https://www.entrepreneur.com/franchises/assistinghandshomecare/333686,307,Assisting Hands Home Care,"Home healthcare, respite care",#307 Franchise 500,"$70,550 ","$147,500 ",+33.0% +30 UNITS,+45.1% +41 UNITS,2006,2006 (10 Years),"5700 E. Franklin Rd., #105 Nampa, ID 83687",Lane Kofoed,,,"$200,000 ","$50,000 ","$38,500 ","Assisting Hands Home Care has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, payroll",10% off franchise fee,2011 - 436;2016 - 307;* Not all years were ranked,,,internationally,Training Onsite: 2.5 days;Training at headquarters: 5 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/skyzoneindoortrampolinepark/333800,308,Sky Zone Indoor Trampoline Park,Trampoline playing courts,#308 Franchise 500,"$1,232,131 ","$2,968,000 ",+33.3% +36 UNITS,+53.7% +58 UNITS,2004,2009 (7 Years),"1201 W. Fifth St., #T-340 Los Angeles, CA 90017",Jeff Platt,,"Sky Zone Indoor Trampoline Park;In 2004, SkyMania Fun Center opened in Las Vegas. The name was later changed to Sky Zone Indoor Trampoline Park and the company began franchising in 2009. Each location offers a trampoline-lined playing court where customers can come for walk-in ""open jump"" times as well as parties, dodgeball tournaments, fitness classes and other events.","$1,500,000 ","$400,000 ","$60,000 ",,,,308,453,worldwide,Training Onsite: 4 days;Training at headquarters: 8 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 40 - 80
https://www.entrepreneur.com/franchises/nrgizelifestylecafe/329276,309,NrGize Lifestyle Cafe,"Smoothies, meal-replacement shakes, protein bars",#309 Franchise 500,"$63,400 ","$341,050 ",,,2006,2006 (10 Years),"9311 E. Via De Ventura Scottsdale, AZ 85258",Stanley Ma,Kahala Franchising LLC,"NrGize Lifestyle Cafe;Nrgize Lifestyle Cafes are located primarily in or near health clubs. The menu offers fruit smoothies, meal replacement shakes, juices, coffee, tea and breakfast items. Nrgize is part of Kahala, which franchises a number of other quick-service brands, including Cold Stone Creamery, Surf City Squeeze, TacoTime and Blimpie Subs & Salads.","$250,000 ","$100,000 ","$9,500 - $30,000","NrGize Lifestyle Cafe has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory",20% off franchise fee,,205,481,worldwide,Training Onsite: 2 days;Training at headquarters: 5 days;Additional Training: At certified training location;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 5
https://www.entrepreneur.com/franchises/jetblackfranchisegroup/282477,310,Jet-Black Franchise Group,Asphalt maintenance,#310 Franchise 500,"$36,525 ","$100,226 ",+3.1% +3 UNITS,+7.2% +7 UNITS,1988,1993 (23 Years),"12445 Boone Ave. S. Savage, MN 55378",Andrew Hoiland,Jet-Black Int'l. Inc.,"Jet-Black Franchise Group;In August 1987, Doug and Andy Hoiland's parents had their driveway seal-coated. The brothers were not impressed with the results: cracks left unfilled, oil spots bleeding through, and footprints from the sealer on the sidewalk. When they found that most paving companies did seal-coating only on the side, they decided to open their own business, specializing in seal-coating, in May 1988. In 1993, they awarded their first Jet-Black franchise.;Jet-Black franchisees offer driveway repair services including power-cleaning, heat-treating oil spots, seal-coating, patching cracks and caulking joints.",,"$20,000 ","$7,500 ","Jet-Black Franchise Group offers in-house financing to cover the following: franchise fee, startup costs, equipment, inventory",Franchise fee waived,,257,497,,Training Onsite: as needed (fees apply);Training at headquarters: 5+ days;Additional Training: At advanced training seminars;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;National Media;Absentee Ownership Allowed;Number of employees required to run: 3
https://www.entrepreneur.com/franchises/tacotime/282862,311,TacoTime,Mexican food,#311 Franchise 500,"$142,250 ","$819,050 ",,,1958,1961 (55 Years),"9311 E. Via De Ventura Scottsdale, AZ 85258",Stanley Ma,Kahala Franchising LLC,"TacoTime;After graduating from the University of Oregon, Taco Time founder Ron Fraedrick fell in love with the Mexican cuisine he sampled as he traveled throughout Southern California. Deciding to bring back his newfound taste to his hometown of Eugene, Oregon, Fraedrick opened up the first Taco Time restaurant in 1959. Using spices Fraedrick created himself, the restaurant sold more than 3,500 tacos in its opening weekend. The company opened its first franchise in 1961 and now has franchises in both freestanding and express sites throughout the United States and Canada as well as in Japan and Kuwait. In 2000, the company introduced Brand Renaissance, which includes a facility décor package and updated food mix and packaging, as a renewal of the brand.;TacoTime is owned by Kahala, franchisor of Blimpie, Cereality, Cold Stone Creamery, Frullati Café & Bakery, Great Steak & Potato, Johnnie’s, Nrgize, Ranch 1, Rollerz, Samurai Sam’s and Surf City Squeeze.","$500,000 ","$100,000 ","$9,500 - $30,000","TacoTime has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment",20% off franchise fee,,124,346,worldwide,Training Onsite: 15 days;Training at headquarters: 5 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 15 - 20
